gameId,team,year,round,playerId,displayName,gameNumber,Disposals,Kicks,Marks,Handballs,Goals,Behinds,HitOuts,Tackles,Rebounds,Inside50s,Clearances,Clangers,Frees,FreesAgainst,BrownlowVotes,ContestedPossessions,UncontestedPossessions,ContestedMarks,MarksInside50,OnePercenters,Bounces,GoalAssists,PercentPlayed,Subs
2020R604,Adelaide,2020,6,2008774238,David Mackay,221,16,5,2,11,0,0,0,2,2,1,1,2,0,0,0,7,9,0,0,0,0,0,76,nan
2020R604,Adelaide,2020,6,2020773834,Shane McAdam,3,7,5,4,2,0,1,0,0,0,3,0,2,0,0,0,0,7,0,1,2,0,1,76,nan
2020R604,Adelaide,2020,6,2020772746,Fischer McAsey,5,14,4,3,10,0,0,0,1,0,2,0,4,0,0,0,7,7,2,0,1,0,0,86,nan
2020R604,Adelaide,2020,6,2020777569,Ned McHenry,5,10,4,3,6,0,0,0,4,0,0,0,0,0,0,0,4,7,0,0,1,0,0,71,nan
2020R604,Adelaide,2020,6,2020772453,Andrew McPherson,1,9,4,5,5,0,0,0,2,2,0,1,0,1,0,0,5,5,0,0,5,0,0,74,nan
2020R604,Adelaide,2020,6,2016798113,Reilly OBrien,26,19,10,9,9,0,0,12,7,2,0,0,1,0,0,0,7,11,4,0,1,0,0,90,nan
2020R604,Adelaide,2020,6,2009835778,Rory Sloane,205,18,9,5,9,1,0,0,2,1,2,2,5,1,1,0,4,13,0,0,0,0,0,78,nan
2020R604,Adelaide,2020,6,2011832909,Brodie Smith,173,31,16,4,15,1,1,0,3,4,3,1,4,1,1,0,7,25,0,0,3,1,0,78,nan
2020R604,Adelaide,2020,6,2017831025,Tyson Stengle,6,5,3,2,2,0,2,0,2,0,0,0,1,0,0,0,1,4,0,2,0,0,0,76,nan
2020R604,Adelaide,2020,6,2011843284,Daniel Talia,192,14,12,7,2,0,0,0,0,3,0,0,2,1,1,0,1,11,0,0,3,0,0,92,nan
2020R709,Adelaide,2020,7,2012662083,Luke Brown,157,11,6,2,5,0,0,0,0,2,0,0,2,2,1,0,2,7,0,0,1,0,0,75,nan
2020R709,Adelaide,2020,7,2013674392,Brad Crouch,90,15,7,1,8,0,0,0,6,0,4,4,3,3,0,0,10,6,0,0,2,0,0,79,nan
2020R709,Adelaide,2020,7,2014678470,Matt Crouch,115,26,8,1,18,0,0,0,3,1,1,4,2,0,0,0,6,20,0,0,0,0,0,74,nan
2020R709,Adelaide,2020,7,2018689604,Tom Doedee,27,18,14,10,4,0,0,0,2,3,3,0,1,0,0,0,4,10,4,0,5,0,0,91,nan
2020R709,Adelaide,2020,7,2020728148,Will Hamill,5,8,2,2,6,0,0,0,0,0,1,0,3,0,2,0,2,7,0,0,0,0,1,80,nan
2020R709,Adelaide,2020,7,2013724713,Kyle Hartigan,104,11,6,4,5,0,0,0,1,3,1,0,3,0,1,0,2,8,0,0,6,0,0,89,nan
2020R709,Adelaide,2020,7,2019748529,Chayce Jones,15,6,3,2,3,0,0,0,3,0,3,2,1,0,1,0,2,5,0,0,0,0,0,70,nan
2020R709,Adelaide,2020,7,2016755444,Ben Keays,36,23,15,2,8,1,0,0,3,1,4,7,2,2,1,0,12,9,0,0,1,0,0,86,nan
2020R709,Adelaide,2020,7,2015754078,Jake Kelly,82,15,11,2,4,0,0,0,0,1,1,0,2,3,1,0,5,8,0,0,4,0,0,90,nan
2020R709,Adelaide,2020,7,2013762245,Rory Laird,150,15,8,3,7,1,0,0,4,1,1,1,3,2,2,0,6,11,0,0,0,0,0,82,nan
2020R709,Adelaide,2020,7,2010763943,Tom Lynch,146,17,11,3,6,1,1,0,0,0,4,2,2,0,0,0,8,8,0,0,1,0,0,89,nan
2020R709,Adelaide,2020,7,2008774238,David Mackay,222,17,9,3,8,0,1,0,2,1,6,2,3,1,1,0,7,11,1,1,2,0,0,74,nan
2020R709,Adelaide,2020,7,2020773834,Shane McAdam,4,7,6,3,1,2,0,0,4,1,1,0,3,2,1,0,3,4,0,1,2,0,0,80,nan
2020R709,Adelaide,2020,7,2020772746,Fischer McAsey,6,5,2,2,3,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,2,0,0,78,nan
2020R709,Adelaide,2020,7,2020777569,Ned McHenry,6,8,6,2,2,0,0,0,4,1,2,1,6,4,4,0,5,5,0,0,0,0,0,79,nan
2020R709,Adelaide,2020,7,2020772453,Andrew McPherson,2,12,8,3,4,0,0,0,1,0,0,0,3,2,1,0,4,8,1,0,0,0,0,81,nan
2020R709,Adelaide,2020,7,2016798113,Reilly OBrien,27,14,5,4,9,0,0,28,3,1,2,4,0,2,0,0,14,2,4,0,7,0,0,97,nan
